0,1,13141,13144,39423,39424,39425,39428,39429,39430,78847,78848,78849,78850,78851,78854,78855,78856,78857,78858,131412,131413,131414,131415,131416,131417,131418,131419,131420,131421,131422,131423,131424,131425,131426,131427,131428,131429,197119,197120,197121,197122,197123,197124,197125,197126,197127,197128,197129,197132,197133,197134,197135,197136,197137,197138,197139,197140,197141,197142,275967,275968,275969,275970,275971,275972,275973,275974,275975,275976,275977,275978,275979,275980,275981,275982,275983,275984,275985,275986,275987,275988,275989,275990,275991,275992,275993,275994,275995,275996,275997,275998,367957,367958,367959,367960,367961,367962,367963,367964
1,-1,2,-2,1,3,1,-1,-3,-1,2,2,5,2,2,-2,-2,-5,-2,-2,1,3,4,5,8,5,4,3,1,-1,-3,-4,-5,-8,-5,-4,-3,-1,2,2,6,7,10,10,15,10,10,7,6,-6,-7,-10,-10,-15,-10,-10,-7,-6,-2,-2,1,3,4,7,11,15,18,21,23,27,23,21,18,14,8,3,-3,-8,-14,-18,-21,-23,-27,-23,-21,-18,-15,-11,-7,-4,-3,-1,2,2,6,8,13,16,26,29
