0,-4,-50,82,-515,609,885,-1007,1009,-1139,-1507,1665,2964,-3184,-3782,4030,4034,-4290,-4980,5264,-7429,7775,8695,-9069,9075,-9457,-10469,10879,13910,-14382,-15624,16124,16132,-16640,-17974,18510,-22407,23005,24569,-25195,25205,-25839,-27495,28157,32920,-33644,-35530,36282,36294,-37054,-39032,39820,-45449,46299,48507,-49385,49399,-50285,-52585,53499,59994,-60970,-63500,64504,64520,-65532,-68154,69194,-76555,77657,80509,-81639,81657,-82795,-85739,86905,95132,-96360,-99534,100790,100810,-102074,-105340,106632,-115725,117079,120575,-121957,121979,-123369,-126957,128375,138334,-139814,-143632,145140,145164,-146680,-150590,152134
0,-16,-186,-200,310,328,770,-1006,1010,-1278,-2060,-2106,-2436,-2486,-3540,4028,4036,-4556,-5950,-6028,6578,6660,8326,-9066,9078,-9850,-11856,-11966,-12736,-12850,-15128,16120,16136,-17160,-19778,-19920,20910,21056,23946,-25190,25210,-26486,-29716,-29890,-31100,-31278,-34780,36276,36300,-37828,-41670,-41876,43306,43516,47630,-49378,49406,-51186,-55640,-55878,-57528,-57770,-62496,64496,64528,-66560,-71626,-71896,73766,74040,79378,-81630,81666,-83950,-89628,-89930,-92020,-92326,-98276,100780,100820,-103356,-109646,-109980,112290,112628,119190,-121946,121990,-124778,-131680,-132046,-134576,-134946,-142120,145128,145176,-148216,-155730,-156128
0,-21,-36,111,-450,663,738,-1005,1011,-1320,-1425,1788,2805,-3306,-3471,4026,4038,-4635,-4830,5481,-7176,7965,8220,-9063,9081,-9966,-10251,11190,13563,-14640,-14985,16116,16140,-17313,-17688,18915,-21966,23331,23766,-25185,25215,-26676,-27141,28656,32385,-34038,-34563,36270,36306,-38055,-38610,40413,-44820,46761,47376,-49371,49413,-51450,-52095,54186,59271,-61500,-62205,64488,64536,-66861,-67596,69975,-75738,78255,79050,-81621,81675,-84288,-85113,87780,94221,-97026,-97911,100770,100830,-103731,-104646,107601,-114720,117813,118788,-121935,122001,-125190,-126195,129438,137235,-140616,-141681,145116,145188,-148665,-149760,153291
0,12,20,-64,564,-744,-800,-1004,1012,1240,1312,-1580,-3080,3484,3604,4024,4040,4484,4620,-5112,7612,-8240,-8424,-9060,9084,9744,9944,-10660,-14160,15012,15260,16112,16144,17020,17284,-18224,22724,-23800,-24112,-25180,25220,26312,26640,-27804,-33304,34604,34980,36264,36312,37620,38012,-39400,45900,-47424,-47864,-49364,49420,50944,51400,-53012,-60512,62260,62764,64480,64544,66284,66804,-68640,77140,-79112,-79680,-81612,81684,83640,84224,-86284,-95784,97980,98612,100760,100840,103012,103660,-105944,116444,-118864,-119560,-121924,122012,124400,125112,-127620,-139120,141764,142524,145104,145200,147804,148580,-151312
0,-13,-100,183,-332,473,792,-1003,1013,-1250,-1743,2050,2497,-2862,-3587,4022,4042,-4503,-5402,5933,-6678,7267,8398,-9057,9087,-9772,-11077,11832,12875,-13688,-15225,16108,16148,-17057,-18768,19747,-21088,22125,24068,-25175,25225,-26358,-28475,29678,31317,-32578,-34927,36258,36318,-37675,-40198,41625,-43562,45047,47802,-49357,49427,-51008,-53937,55588,57823,-59532,-62693,64472,64552,-66357,-69692,71567,-74100,76033,79600,-81603,81693,-83722,-87463,89562,92393,-94550,-98523,100750,100850,-103103,-107250,109573,-112702,115083,119462,-121913,122023,-124500,-129053,131600,135027,-137632,-142417,145092,145212,-147913,-152872,155643
0,-84,-114,-144,390,444,510,-1002,1014,-1674,-1800,-1914,-2652,-2790,-2952,4020,4044,-5280,-5502,-5700,6930,7152,7410,-9054,9090,-10902,-11220,-11502,-13224,-13530,-13884,16104,16152,-18540,-18954,-19320,21534,21924,22374,-25170,25230,-28194,-28704,-29154,-31860,-32334,-32880,36252,36324,-39864,-40470,-41004,44202,44760,45402,-49350,49434,-53550,-54252,-54870,-58560,-59202,-59940,64464,64560,-69252,-70050,-70752,74934,75660,76494,-81594,81702,-86970,-87864,-88650,-93324,-94134,-95064,100740,100860,-106704,-107694,-108564,113730,114624,115650,-121902,122034,-128454,-129540,-130494,-136152,-137130,-138252,145080,145224,-152220,-153402,-154440
0,48,80,248,-256,-520,-616,-1000,1016,1496,1656,2256,2280,2976,3200,4016,4048,4960,5248,6280,-6320,-7448,-7800,-9048,9096,10440,10856,12320,12376,13936,14416,16096,16160,17936,18480,20376,-20448,-22440,-23048,-25160,25240,27448,28120,30448,30536,32960,33696,36240,36336,38976,39776,42536,-42640,-45496,-46360,-49336,49448,52520,53448,56640,56760,60048,61040,64448,64576,68080,69136,72760,-72896,-76616,-77736,-81576,81720,85656,86840,90896,91048,95200,96448,100720,100880,105248,106560,111048,-111216,-115800,-117176,-121880,122056,126856,128296,133216,133400,138416,139920,145056,145248,150480,152048,157400
0,-22,-52,138,-400,602,732,-998,1018,-1328,-1518,1892,2678,-3168,-3458,4012,4052,-4650,-5000,5662,-6972,7750,8200,-9042,9102,-9988,-10498,11448,13282,-14348,-14958,16088,16168,-17342,-18012,19250,-21608,22962,23732,-25150,25250,-26712,-27542,29068,31950,-33592,-34522,36228,36348,-38098,-39088,40902,-44308,46238,47328,-49322,49462,-51500,-52650,54752,58682,-60900,-62150,64432,64592,-66918,-68228,70618,-75072,77578,78988,-81558,81738,-84352,-85822,88500,93478,-96272,-97842,100700,100900,-103802,-105432,108398,-113900,116982,118712,-121858,122078,-125268,-127058,130312,136338,-139708,-141598,145032,145272,-148750,-150700,154242
0,19,95,-204,305,-484,-750,-997,1019,1304,1722,-2119,-2422,2889,3497,4010,4054,4605,5365,-6050,6555,-7310,-8260,-9039,9105,9922,11024,-11997,-12704,13747,15039,16084,16172,17255,18699,-19960,20869,-22200,-23834,-25145,25255,26604,28390,-29939,-31050,32669,34645,36222,36354,37969,40097,-41934,43247,-45154,-47472,-49315,49469,51350,53820,-55945,-57460,59655,62315,64424,64600,66747,69559,-71972,73689,-76172,-79174,-81549,81747,84160,87314,-90015,-91934,94705,98049,100690,100910,103589,107085,-110074,112195,-115254,-118940,-121847,122089,125034,128872,-132149,-134472,137819,141847,145020,145284,148495,152675,-156240
0,60,108,180,-336,-456,-576,-996,1020,1560,1776,2040,2508,2820,3108,4008,4056,5076,5460,5916,-6696,-7200,-7656,-9036,9108,10608,11160,11808,12900,13596,14220,16080,16176,18156,18876,19716,-21120,-22008,-22800,-25140,25260,27720,28608,29640,31356,32436,33396,36216,36360,39300,40356,41580,-43608,-44880,-46008,-49308,49476,52896,54120,55536,57876,59340,60636,64416,64608,68508,69900,71508,-74160,-75816,-77280,-81540,81756,86136,87696,89496,92460,94308,95940,100680,100920,105780,107508,109500,-112776,-114816,-116616,-121836,122100,127440,129336,131520,135108,137340,139308,145008,145296,151116,153180,155556
