a1,a2,a3,a4,a5,a6
-1,-9,-2,-3,-4,-9
-1,-7,-2,-3,-2,-97
-1,-7,-2,-3,-3,-49
-1,-7,-2,-3,-4,-33
-1,-7,-2,-3,-5,-25
-1,-7,-2,-3,-7,-17
-1,-7,-2,-3,-9,-13
-1,-5,-2,-5,-5,-5
-1,-5,-3,-4,-2,-5
-1,-4,-2,-5,-2,-101
-1,-4,-2,-7,-2,-15
-1,-4,-2,-19,-2,-3
-1,-3,-2,-7,-6,-125
-1,-3,-2,-11,-2,-113
-1,-3,-3,-4,-2,-105
-1,-3,-2,-7,-7,-65
-1,-3,-2,-9,-3,-58
-1,-3,-2,-7,-8,-45
-1,-3,-2,-13,-2,-39
-1,-3,-2,-7,-9,-35
-1,-3,-2,-7,-10,-29
-1,-3,-2,-7,-11,-25
-1,-3,-2,-7,-13,-20
-1,-3,-2,-7,-15,-17
-1,-3,-3,-4,-5,-12
-1,-3,-3,-7,-2,-9
-1,-3,-2,-15,-5,-5
-1,-3,-2,-47,-2,-5
-1,-3,-5,-5,-2,-5
-1,-3,-2,-121,-2,-3
-1,-2,-3,-7,-12,-227
-1,-2,-3,-8,-7,-186
-1,-2,-3,-16,-3,-182
-1,-2,-3,-11,-4,-171
-1,-2,-4,-13,-2,-165
-1,-2,-4,-5,-6,-161
-1,-2,-5,-8,-2,-149
-1,-2,-4,-7,-3,-146
-1,-2,-3,-7,-13,-119
-1,-2,-3,-17,-3,-94
-1,-2,-3,-7,-14,-83
-1,-2,-3,-7,-15,-65
-1,-2,-3,-10,-5,-60
-1,-2,-4,-15,-2,-59
-1,-2,-6,-7,-2,-51
-1,-2,-3,-19,-3,-50
-1,-2,-3,-7,-17,-47
-1,-2,-3,-7,-19,-38
-1,-2,-3,-7,-20,-35
-1,-2,-5,-10,-2,-33
-1,-2,-5,-5,-4,-31
-1,-2,-3,-7,-23,-29
-1,-2,-3,-23,-3,-28
-1,-2,-3,-26,-3,-22
-1,-2,-3,-11,-6,-19
-1,-2,-5,-5,-5,-17
-1,-2,-3,-31,-3,-17
-1,-2,-3,-37,-3,-14
-1,-2,-4,-11,-3,-14
-1,-2,-4,-9,-4,-11
-1,-2,-5,-5,-7,-10
-1,-2,-3,-59,-3,-10
-1,-2,-3,-19,-5,-9
-1,-2,-4,-65,-2,-9
-1,-2,-5,-22,-2,-9
-1,-2,-3,-103,-3,-8
-1,-2,-5,-10,-3,-8
-1,-2,-5,-8,-4,-7
-1,-2,-3,-191,-3,-7
-1,-2,-4,-171,-2,-7
-1,-2,-6,-19,-2,-7
-1,-2,-3,-43,-5,-5
-1,-2,-3,-94,-4,-5
-1,-2,-5,-80,-2,-5
-1,-2,-8,-151,-2,-3
-1,-2,-9,-79,-2,-3
-1,-2,-10,-55,-2,-3
-1,-2,-11,-43,-2,-3
-1,-2,-13,-31,-2,-3
-1,-2,-15,-25,-2,-3
-1,-2,-16,-23,-2,-3
-1,-2,-19,-19,-2,-3
