a1,a2,a3,a4,a5,a6
-1,-9,-2,-3,-2,-6
-1,-8,-2,-3,-2,-10
-1,-7,-2,-3,-2,-30
-1,-5,-2,-4,-2,-16
-1,-5,-2,-4,-4,-6
-1,-5,-2,-6,-2,-3
-1,-4,-2,-5,-2,-34
-1,-4,-2,-6,-2,-9
-1,-4,-2,-5,-4,-8
-1,-4,-2,-6,-3,-5
-1,-4,-2,-8,-2,-4
-1,-4,-2,-13,-2,-2
-2,-3,-2,-2,-2,-3
-1,-3,-2,-7,-6,-58
-1,-3,-2,-11,-2,-46
-1,-3,-3,-4,-2,-38
-1,-3,-2,-8,-4,-26
-1,-3,-2,-12,-2,-24
-1,-3,-2,-10,-3,-13
-1,-3,-2,-14,-2,-13
-1,-3,-2,-21,-2,-6
-1,-3,-2,-32,-2,-4
-1,-3,-2,-54,-2,-3
-1,-3,-3,-13,-2,-2
-2,-2,-2,-2,-2,-9
-2,-2,-2,-2,-3,-5
-1,-2,-3,-7,-12,-160
-1,-2,-3,-8,-7,-119
-1,-2,-3,-16,-3,-115
-1,-2,-3,-11,-4,-104
-1,-2,-4,-13,-2,-98
-1,-2,-4,-5,-6,-94
-1,-2,-5,-8,-2,-82
-1,-2,-4,-7,-3,-79
-1,-2,-4,-14,-2,-52
-1,-2,-3,-8,-8,-44
-1,-2,-4,-6,-4,-42
-1,-2,-4,-5,-7,-35
-1,-2,-5,-9,-2,-30
-1,-2,-3,-8,-9,-29
-1,-2,-4,-16,-2,-29
-1,-2,-3,-13,-4,-24
-1,-2,-4,-8,-3,-22
-1,-2,-3,-8,-11,-19
-1,-2,-5,-6,-3,-17
-1,-2,-6,-8,-2,-16
-1,-2,-3,-8,-14,-14
-1,-2,-7,-7,-2,-14
-1,-2,-4,-35,-2,-10
-1,-2,-5,-14,-2,-10
-1,-2,-7,-8,-2,-10
-1,-2,-4,-6,-7,-9
-1,-2,-4,-8,-4,-9
-1,-2,-3,-23,-4,-8
-1,-2,-5,-6,-4,-8
-1,-2,-4,-58,-2,-8
-1,-2,-3,-124,-3,-7
-1,-2,-4,-13,-3,-7
-1,-2,-4,-104,-2,-7
-1,-2,-4,-10,-4,-6
-1,-2,-5,-27,-2,-6
-1,-2,-6,-8,-3,-5
-1,-2,-8,-12,-2,-5
-1,-2,-4,-32,-3,-4
-1,-2,-6,-10,-3,-4
-1,-2,-6,-44,-2,-4
-1,-2,-8,-18,-2,-4
-1,-2,-8,-84,-2,-3
-1,-2,-14,-18,-2,-3
