a1,a2,a3,a4,a5,a6
-1,-9,-2,-3,-2,-4
-1,-7,-2,-3,-2,-20
-1,-5,-2,-4,-2,-11
-1,-5,-2,-4,-3,-6
-1,-4,-2,-5,-2,-24
-1,-4,-2,-5,-3,-9
-1,-4,-3,-3,-2,-8
-1,-4,-2,-5,-4,-6
-1,-4,-2,-7,-2,-4
-1,-4,-2,-8,-2,-3
-1,-3,-2,-7,-6,-48
-1,-3,-2,-11,-2,-36
-1,-3,-3,-4,-2,-28
-1,-3,-2,-8,-4,-21
-1,-3,-2,-12,-2,-19
-1,-3,-2,-8,-5,-12
-1,-3,-2,-8,-6,-9
-1,-3,-2,-12,-3,-6
-1,-3,-2,-27,-2,-4
-1,-3,-3,-6,-2,-4
-1,-3,-2,-20,-3,-3
-1,-3,-2,-44,-2,-3
-1,-2,-3,-7,-12,-150
-1,-2,-3,-8,-7,-109
-1,-2,-3,-16,-3,-105
-1,-2,-3,-11,-4,-94
-1,-2,-4,-13,-2,-88
-1,-2,-4,-5,-6,-84
-1,-2,-5,-8,-2,-72
-1,-2,-4,-7,-3,-69
-1,-2,-4,-14,-2,-47
-1,-2,-3,-18,-3,-39
-1,-2,-4,-6,-4,-37
-1,-2,-3,-9,-6,-36
-1,-2,-3,-12,-4,-34
-1,-2,-3,-8,-9,-27
-1,-2,-3,-13,-4,-22
-1,-2,-3,-24,-3,-17
-1,-2,-3,-26,-3,-15
-1,-2,-5,-6,-3,-15
-1,-2,-3,-15,-4,-14
-1,-2,-3,-11,-6,-12
-1,-2,-3,-18,-4,-10
-1,-2,-3,-10,-9,-9
-1,-2,-3,-48,-3,-9
-1,-2,-4,-53,-2,-8
-1,-2,-5,-16,-2,-8
-1,-2,-3,-114,-3,-7
-1,-2,-4,-94,-2,-7
-1,-2,-6,-12,-2,-7
-1,-2,-3,-33,-4,-6
-1,-2,-4,-14,-3,-6
-1,-2,-6,-39,-2,-4
-1,-2,-7,-22,-2,-4
-1,-2,-5,-26,-3,-3
-1,-2,-6,-15,-3,-3
-1,-2,-8,-74,-2,-3
