a1,a2,a3,a4,a5,a6
-1,-9,-2,-3,-3,-10
-1,-8,-2,-3,-3,-16
-1,-7,-2,-3,-2,-79
-1,-7,-2,-3,-3,-40
-1,-7,-2,-3,-4,-27
-1,-7,-2,-3,-7,-14
-1,-4,-2,-5,-2,-83
-1,-4,-2,-9,-2,-7
-1,-4,-2,-11,-2,-5
-1,-3,-2,-7,-6,-107
-1,-3,-2,-11,-2,-95
-1,-3,-3,-4,-2,-87
-1,-3,-2,-7,-7,-56
-1,-3,-2,-9,-3,-49
-1,-3,-2,-7,-8,-39
-1,-3,-2,-13,-2,-33
-1,-3,-3,-4,-3,-23
-1,-3,-2,-7,-11,-22
-1,-3,-2,-9,-4,-21
-1,-3,-2,-9,-5,-14
-1,-3,-2,-13,-3,-11
-1,-3,-2,-9,-7,-9
-1,-3,-3,-4,-7,-7
-1,-3,-2,-41,-2,-5
-1,-3,-2,-27,-3,-4
-1,-3,-2,-103,-2,-3
-1,-2,-3,-7,-12,-209
-1,-2,-3,-8,-7,-168
-1,-2,-3,-16,-3,-164
-1,-2,-3,-11,-4,-153
-1,-2,-4,-13,-2,-147
-1,-2,-4,-5,-6,-143
-1,-2,-5,-8,-2,-131
-1,-2,-4,-7,-3,-128
-1,-2,-3,-7,-13,-110
-1,-2,-3,-17,-3,-85
-1,-2,-3,-7,-14,-77
-1,-2,-3,-10,-5,-54
-1,-2,-4,-15,-2,-53
-1,-2,-6,-7,-2,-45
-1,-2,-3,-7,-17,-44
-1,-2,-3,-7,-20,-33
-1,-2,-4,-5,-8,-33
-1,-2,-3,-7,-22,-29
-1,-2,-7,-7,-2,-21
-1,-2,-4,-5,-11,-18
-1,-2,-3,-8,-15,-16
-1,-2,-3,-13,-5,-16
-1,-2,-4,-59,-2,-9
-1,-2,-3,-94,-3,-8
-1,-2,-4,-15,-3,-8
-1,-2,-3,-173,-3,-7
-1,-2,-4,-153,-2,-7
-1,-2,-3,-28,-5,-6
-1,-2,-5,-7,-5,-6
-1,-2,-3,-85,-4,-5
-1,-2,-5,-71,-2,-5
-1,-2,-6,-31,-2,-5
-1,-2,-7,-21,-2,-5
-1,-2,-11,-11,-2,-5
-1,-2,-8,-133,-2,-3
-1,-2,-9,-70,-2,-3
-1,-2,-10,-49,-2,-3
-1,-2,-13,-28,-2,-3
-1,-2,-14,-25,-2,-3
-1,-2,-16,-21,-2,-3
