"1/4272"
"1/1068"
"25/4272"
"49/4272"
"25/1068"
"121/4272"
"169/4272"
"49/1068"
"289/4272"
"361/4272"
"121/1068"
"529/4272"
"625/4272"
"169/1068"
"841/4272"
"961/4272"
"289/1068"
"1225/4272"
"1369/4272"
"361/1068"
"1681/4272"
"1849/4272"
"529/1068"
"2209/4272"
"2401/4272"
"625/1068"
"2809/4272"
"3025/4272"
"841/1068"
"3481/4272"
"3721/4272"
"961/1068"
"4225/4272"
"4489/4272"
"1225/1068"
"5041/4272"
"5329/4272"
"1369/1068"
"5929/4272"
"6241/4272"
"1681/1068"
"6889/4272"
"7225/4272"
"1849/1068"
"8281/4272"
"2209/1068"
"9025/4272"
"9409/4272"
"2401/1068"
"10609/4272"
"2809/1068"
"11449/4272"
"11881/4272"
"3025/1068"
"13225/4272"
"3481/1068"
"14161/4272"
"14641/4272"
"3721/1068"
"16129/4272"
"4225/1068"
"17161/4272"
"17689/4272"
"4489/1068"
"19321/4272"
"5041/1068"
"20449/4272"
"21025/4272"
"5329/1068"
"22801/4272"
"5929/1068"
"24025/4272"
"24649/4272"
"6241/1068"
"26569/4272"
"6889/1068"
"27889/4272"
"28561/4272"
"7225/1068"
"30625/4272"
"32041/4272"
"32761/4272"
"8281/1068"
"34969/4272"
"36481/4272"
"37249/4272"
"9409/1068"
"39601/4272"
"41209/4272"
"42025/4272"
"10609/1068"
"44521/4272"
"46225/4272"
"47089/4272"
"11881/1068"
"49729/4272"
"51529/4272"
"52441/4272"
"13225/1068"
"55225/4272"
"57121/4272"
"58081/4272"
"14641/1068"
"61009/4272"
"63001/4272"
"64009/4272"
"16129/1068"
"67081/4272"
"69169/4272"
"70225/4272"
"17689/1068"
"76729/4272"
"19321/1068"
"83521/4272"
"21025/1068"
"90601/4272"
"22801/1068"
"97969/4272"
"24649/1068"
"105625/4272"
"26569/1068"
"113569/4272"
"28561/1068"
"121801/4272"
"30625/1068"
"130321/4272"
"139129/4272"
"148225/4272"
"157609/4272"
"167281/4272"
"177241/4272"
"187489/4272"
