"1/952"
"9/952"
"25/952"
"81/952"
"121/952"
"169/952"
"225/952"
"361/952"
"529/952"
"625/952"
"729/952"
"841/952"
"1089/952"
"1369/952"
"1521/952"
"1849/952"
"2209/952"
"2809/952"
"3249/952"
"3721/952"
"4489/952"
"5041/952"
"6561/952"
"9025/952"
