0,287,1250,1593
0,597,903,1584
0,567,918,1566
0,292,1210,1557
0,246,1254,1548
0,599,860,1539
0,525,921,1521
0,293,1166,1512
0,205,1258,1503
0,601,817,1494
0,483,924,1476
0,294,1122,1467
0,164,1262,1458
0,603,774,1449
0,441,927,1431
0,295,1078,1422
0,123,1266,1413
0,605,731,1404
0,399,930,1386
0,296,1034,1377
0,82,1270,1368
0,607,688,1359
0,357,933,1341
0,297,990,1332
0,41,1274,1323
0,609,645,1314
0,315,936,1296
0,298,946,1287
0,602,611,1269
0,273,939,1251
0,299,902,1242
0,559,613,1224
0,231,942,1206
0,300,858,1197
0,516,615,1179
0,189,945,1161
0,301,814,1152
0,473,617,1134
0,147,948,1116
0,302,770,1107
0,430,619,1089
0,105,951,1071
0,303,726,1062
0,387,621,1044
0,63,954,1026
0,304,682,1017
0,344,623,999
0,21,957,981
0,305,638,972
0,301,625,954
0,306,594,927
0,258,627,909
0,307,550,882
0,215,629,864
0,308,506,837
0,172,631,819
0,309,462,792
0,129,633,774
0,310,418,747
0,86,635,729
0,311,374,702
0,43,637,684
0,312,330,657
0,286,313,612
0,242,314,567
0,198,315,522
0,154,316,477
0,110,317,432
0,66,318,387
0,22,319,342
