0,525,813,1413
0,246,1110,1404
0,259,1078,1386
0,531,774,1377
0,483,816,1368
0,205,1114,1359
0,260,1034,1341
0,533,731,1332
0,441,819,1323
0,164,1118,1314
0,261,990,1296
0,535,688,1287
0,399,822,1278
0,123,1122,1269
0,262,946,1251
0,537,645,1242
0,357,825,1233
0,82,1126,1224
0,263,902,1206
0,539,602,1197
0,315,828,1188
0,41,1130,1179
0,264,858,1161
0,541,559,1152
0,273,831,1143
0,265,814,1116
0,516,543,1107
0,231,834,1098
0,266,770,1071
0,473,545,1062
0,189,837,1053
0,267,726,1026
0,430,547,1017
0,147,840,1008
0,268,682,981
0,387,549,972
0,105,843,963
0,269,638,936
0,344,551,927
0,63,846,918
0,270,594,891
0,301,553,882
0,21,849,873
0,271,550,846
0,258,555,837
0,272,506,801
0,215,557,792
0,273,462,756
0,172,559,747
0,274,418,711
0,129,561,702
0,275,374,666
0,86,563,657
0,276,330,621
0,43,565,612
0,277,286,576
0,242,278,531
0,198,279,486
0,154,280,441
0,110,281,396
0,66,282,351
0,22,283,306
