"1/4920"
"1/1230"
"3/1640"
"2/615"
"49/4920"
"8/615"
"27/1640"
"121/4920"
"169/4920"
"49/1230"
"32/615"
"289/4920"
"361/4920"
"147/1640"
"121/1230"
"529/4920"
"169/1230"
"243/1640"
"98/615"
"841/4920"
"961/4920"
"128/615"
"363/1640"
"289/1230"
"1369/4920"
"361/1230"
"507/1640"
"1849/4920"
"242/615"
"529/1230"
"2209/4920"
"2401/4920"
"867/1640"
"338/615"
"2809/4920"
"392/615"
"1083/1640"
"841/1230"
"3481/4920"
"3721/4920"
"961/1230"
"1323/1640"
"512/615"
"4489/4920"
"578/615"
"1587/1640"
"5329/4920"
"1369/1230"
"722/615"
"5929/4920"
"6241/4920"
"2187/1640"
"6889/4920"
"1849/1230"
"2523/1640"
"968/615"
"7921/4920"
"8281/4920"
"1058/615"
"2883/1640"
"2209/1230"
"9409/4920"
"2401/1230"
"3267/1640"
"10609/4920"
"1352/615"
"2809/1230"
"11449/4920"
"11881/4920"
"4107/1640"
"12769/4920"
"1682/615"
"4563/1640"
"3481/1230"
"14161/4920"
"14641/4920"
"3721/1230"
"1922/615"
"16129/4920"
"2048/615"
"5547/1640"
"17689/4920"
"4489/1230"
"2312/615"
"18769/4920"
"19321/4920"
"6627/1640"
"20449/4920"
"5329/1230"
"7203/1640"
"2738/615"
"22201/4920"
"22801/4920"
"2888/615"
"5929/1230"
"24649/4920"
"6241/1230"
"8427/1640"
"26569/4920"
"6889/1230"
"27889/4920"
"28561/4920"
"9747/1640"
"29929/4920"
"3872/615"
"10443/1640"
"7921/1230"
"32041/4920"
"32761/4920"
"8281/1230"
"4232/615"
"34969/4920"
"4418/615"
"11907/1640"
"37249/4920"
"4802/615"
"38809/4920"
"39601/4920"
"13467/1640"
"41209/4920"
"10609/1230"
"14283/1640"
"5408/615"
"43681/4920"
"5618/615"
"11449/1230"
"11881/1230"
"15987/1640"
"12769/1230"
"51529/4920"
"17787/1640"
"54289/4920"
"6962/615"
"18723/1640"
"14161/1230"
"57121/4920"
"14641/1230"
"7442/615"
"7688/615"
"20667/1640"
"66049/4920"
"69169/4920"
"23763/1640"
"8978/615"
"72361/4920"
"9248/615"
"18769/1230"
"19321/1230"
"25947/1640"
"85849/4920"
"29403/1640"
"22201/1230"
"89401/4920"
"22801/1230"
"11552/615"
"11858/615"
"31827/1640"
"104329/4920"
"35643/1640"
"108241/4920"
"13778/615"
"27889/1230"
"28561/1230"
"38307/1640"
"124609/4920"
"42483/1640"
"128881/4920"
"32761/1230"
"16562/615"
"16928/615"
"146689/4920"
"49923/1640"
"151321/4920"
"19208/615"
"38809/1230"
"39601/1230"
"170569/4920"
"57963/1640"
"175561/4920"
"22472/615"
"196249/4920"
"66603/1640"
"201601/4920"
"51529/1230"
"223729/4920"
"75843/1640"
"229441/4920"
"29282/615"
"253009/4920"
"259081/4920"
"66049/1230"
"290521/4920"
"36992/615"
"323761/4920"
"358801/4920"
"395641/4920"
"434281/4920"
"474721/4920"
"516961/4920"
"561001/4920"
