0,775,3322,4248,9451,10604,14283,15587,22682,24213,29024,30706,39693,41602,47545,49605,60484,62771
0,1575,2439,4239,9453,11778,13026,15576,22686,25761,27393,30693,39699,43524,45540,49590,60492
0,1589,2408,4221,9457,11802,12985,15554,22694,25795,27342,30667,39711,43568,45479,49560,60508
0,738,3330,4212,9459,10557,14301,15543,22698,24156,29052,30654,39717,41535,47583,49545,60516,62694
0,776,3278,4203,9461,10615,14229,15532,22702,24234,28960,30641,39723,41633,47471,49530,60524,62812
0,1533,2442,4194,9463,11726,13039,15521,22706,25699,27416,30628,39729,43452,45573,49515,60532
0,1591,2365,4176,9467,11814,12932,15499,22714,25817,27279,30602,39741,43600,45406,49485,60548
0,697,3334,4167,9469,10506,14315,15488,22718,24095,29076,30589,39747,41464,47617,49470,60556,62613
0,777,3234,4158,9471,10626,14175,15477,22722,24255,28896,30576,39753,41664,47397,49455,60564,62853
0,1491,2445,4149,9473,11674,13052,15466,22726,25637,27439,30563,39759,43380,45606,49440,60572
0,1593,2322,4131,9477,11826,12879,15444,22734,25839,27216,30537,39771,43632,45333,49410,60588
0,656,3338,4122,9479,10455,14329,15433,22738,24034,29100,30524,39777,41393,47651,49395,60596,62532
0,778,3190,4113,9481,10637,14121,15422,22742,24276,28832,30511,39783,41695,47323,49380,60604,62894
0,1449,2448,4104,9483,11622,13065,15411,22746,25575,27462,30498,39789,43308,45639,49365,60612
0,1595,2279,4086,9487,11838,12826,15389,22754,25861,27153,30472,39801,43664,45260,49335,60628
0,615,3342,4077,9489,10404,14343,15378,22758,23973,29124,30459,39807,41322,47685,49320,60636,62451
0,779,3146,4068,9491,10648,14067,15367,22762,24297,28768,30446,39813,41726,47249,49305,60644,62935
0,1407,2451,4059,9493,11570,13078,15356,22766,25513,27485,30433,39819,43236,45672,49290,60652
0,1597,2236,4041,9497,11850,12773,15334,22774,25883,27090,30407,39831,43696,45187,49260,60668
0,574,3346,4032,9499,10353,14357,15323,22778,23912,29148,30394,39837,41251,47719,49245,60676,62370
0,780,3102,4023,9501,10659,14013,15312,22782,24318,28704,30381,39843,41757,47175,49230,60684,62976
0,1365,2454,4014,9503,11518,13091,15301,22786,25451,27508,30368,39849,43164,45705,49215,60692
0,1599,2193,3996,9507,11862,12720,15279,22794,25905,27027,30342,39861,43728,45114,49185,60708
0,533,3350,3987,9509,10302,14371,15268,22798,23851,29172,30329,39867,41180,47753,49170,60716,62289
0,781,3058,3978,9511,10670,13959,15257,22802,24339,28640,30316,39873,41788,47101,49155,60724,63017
0,1323,2457,3969,9513,11466,13104,15246,22806,25389,27531,30303,39879,43092,45738,49140,60732
0,1601,2150,3951,9517,11874,12667,15224,22814,25927,26964,30277,39891,43760,45041,49110,60748
0,492,3354,3942,9519,10251,14385,15213,22818,23790,29196,30264,39897,41109,47787,49095,60756,62208
0,782,3014,3933,9521,10681,13905,15202,22822,24360,28576,30251,39903,41819,47027,49080,60764,63058
