0,1617,2490,4338,9651,12038,13299,15917,23162,26319,27968,31356,40533,44460,46497,50655,61764
0,779,3398,4329,9653,10812,14595,15906,23166,24705,29652,31343,40539,42458,48569,50640,61772
0,792,3366,4311,9657,10835,14553,15884,23174,24738,29600,31317,40551,42501,48507,50610,61788
0,1623,2451,4302,9659,12054,13250,15873,23178,26345,27909,31304,40557,44496,46428,50595,61796
0,1575,2493,4293,9661,11986,13312,15862,23182,26257,27991,31291,40563,44388,46530,50580,61804
0,738,3402,4284,9663,10761,14609,15851,23186,24644,29676,31278,40569,42387,48603,50565,61812
0,793,3322,4266,9667,10846,14499,15829,23194,24759,29536,31252,40581,42532,48433,50535,61828
0,1625,2408,4257,9669,12066,13197,15818,23198,26367,27846,31239,40587,44528,46355,50520,61836
0,1533,2496,4248,9671,11934,13325,15807,23202,26195,28014,31226,40593,44316,46563,50505,61844
0,697,3406,4239,9673,10710,14623,15796,23206,24583,29700,31213,40599,42316,48637,50490,61852
0,794,3278,4221,9677,10857,14445,15774,23214,24780,29472,31187,40611,42563,48359,50460,61868
0,1627,2365,4212,9679,12078,13144,15763,23218,26389,27783,31174,40617,44560,46282,50445,61876
0,1491,2499,4203,9681,11882,13338,15752,23222,26133,28037,31161,40623,44244,46596,50430,61884
0,656,3410,4194,9683,10659,14637,15741,23226,24522,29724,31148,40629,42245,48671,50415,61892
0,795,3234,4176,9687,10868,14391,15719,23234,24801,29408,31122,40641,42594,48285,50385,61908
0,1629,2322,4167,9689,12090,13091,15708,23238,26411,27720,31109,40647,44592,46209,50370,61916
0,1449,2502,4158,9691,11830,13351,15697,23242,26071,28060,31096,40653,44172,46629,50355,61924
0,615,3414,4149,9693,10608,14651,15686,23246,24461,29748,31083,40659,42174,48705,50340,61932,63747
0,796,3190,4131,9697,10879,14337,15664,23254,24822,29344,31057,40671,42625,48211,50310,61948
0,1631,2279,4122,9699,12102,13038,15653,23258,26433,27657,31044,40677,44624,46136,50295,61956
0,1407,2505,4113,9701,11778,13364,15642,23262,26009,28083,31031,40683,44100,46662,50280,61964
0,574,3418,4104,9703,10557,14665,15631,23266,24400,29772,31018,40689,42103,48739,50265,61972,63666
0,797,3146,4086,9707,10890,14283,15609,23274,24843,29280,30992,40701,42656,48137,50235,61988
0,1633,2236,4077,9709,12114,12985,15598,23278,26455,27594,30979,40707,44656,46063,50220,61996
