0,697,3010,3843,8551,9588,12929,14102,20522,21899,26268,27781,35913,37630,43027,44880,54724,56781,63206
0,1437,2193,3834,8553,10674,11766,14091,20526,23331,24759,27768,35919,39408,41172,44865,54732,58905,61005
0,1407,2208,3816,8557,10634,11791,14069,20534,23281,24794,27742,35931,39348,41217,44835,54748,58835,61060
0,702,2970,3807,8559,9603,12879,14058,20538,21924,26208,27729,35937,37665,42957,44820,54756,56826,63126
0,656,3014,3798,8561,9537,12943,14047,20542,21838,26292,27716,35943,37559,43061,44805,54764,56700,63250
0,1439,2150,3789,8563,10686,11713,14036,20546,23353,24696,27703,35949,39440,41099,44790,54772,58947,60922
0,1365,2211,3771,8567,10582,11804,14014,20554,23219,24817,27677,35961,39276,41250,44760,54788,58753,61103
0,703,2926,3762,8569,9614,12825,14003,20558,21945,26144,27664,35967,37696,42883,44745,54796,56867,63042
0,615,3018,3753,8571,9486,12957,13992,20562,21777,26316,27651,35973,37488,43095,44730,54804,56619,63294
0,1441,2107,3744,8573,10698,11660,13981,20566,23375,24633,27638,35979,39472,41026,44715,54812,58989,60839
0,1323,2214,3726,8577,10530,11817,13959,20574,23157,24840,27612,35991,39204,41283,44685,54828,58671,61146
0,704,2882,3717,8579,9625,12771,13948,20578,21966,26080,27599,35997,37727,42809,44670,54836,56908,62958
0,574,3022,3708,8581,9435,12971,13937,20582,21716,26340,27586,36003,37417,43129,44655,54844,56538
0,1443,2064,3699,8583,10710,11607,13926,20586,23397,24570,27573,36009,39504,40953,44640,54852,59031,60756
0,1281,2217,3681,8587,10478,11830,13904,20594,23095,24863,27547,36021,39132,41316,44610,54868,58589,61189
0,705,2838,3672,8589,9636,12717,13893,20598,21987,26016,27534,36027,37758,42735,44595,54876,56949,62874
0,533,3026,3663,8591,9384,12985,13882,20602,21655,26364,27521,36033,37346,43163,44580,54884,56457
0,1445,2021,3654,8593,10722,11554,13871,20606,23419,24507,27508,36039,39536,40880,44565,54892,59073,60673
0,1239,2220,3636,8597,10426,11843,13849,20614,23033,24886,27482,36051,39060,41349,44535,54908,58507,61232
0,706,2794,3627,8599,9647,12663,13838,20618,22008,25952,27469,36057,37789,42661,44520,54916,56990,62790
0,492,3030,3618,8601,9333,12999,13827,20622,21594,26388,27456,36063,37275,43197,44505,54924,56376
0,1447,1978,3609,8603,10734,11501,13816,20626,23441,24444,27443,36069,39568,40807,44490,54932,59115,60590
0,1197,2223,3591,8607,10374,11856,13794,20634,22971,24909,27417,36081,38988,41382,44460,54948,58425,61275
0,707,2750,3582,8609,9658,12609,13783,20638,22029,25888,27404,36087,37820,42587,44445,54956,57031,62706
0,451,3034,3573,8611,9282,13013,13772,20642,21533,26412,27391,36093,37204,43231,44430,54964,56295
0,1449,1935,3564,8613,10746,11448,13761,20646,23463,24381,27378,36099,39600,40734,44415,54972,59157,60507
0,1155,2226,3546,8617,10322,11869,13739,20654,22909,24932,27352,36111,38916,41415,44385,54988,58343,61318
0,708,2706,3537,8619,9669,12555,13728,20658,22050,25824,27339,36117,37851,42513,44370,54996,57072,62622
0,410,3038,3528,8621,9231,13027,13717,20662,21472,26436,27326,36123,37133,43265,44355,55004,56214
0,1451,1892,3519,8623,10758,11395,13706,20666,23485,24318,27313,36129,39632,40661,44340,55012,59199,60424
0,1113,2229,3501,8627,10270,11882,13684,20674,22847,24955,27287,36141,38844,41448,44310,55028,58261,61361
0,709,2662,3492,8629,9680,12501,13673,20678,22071,25760,27274,36147,37882,42439,44295,55036,57113,62538
0,369,3042,3483,8631,9180,13041,13662,20682,21411,26460,27261,36153,37062,43299,44280,55044,56133
0,1453,1849,3474,8633,10770,11342,13651,20686,23507,24255,27248,36159,39664,40588,44265,55052,59241,60341
0,1071,2232,3456,8637,10218,11895,13629,20694,22785,24978,27222,36171,38772,41481,44235,55068,58179,61404
0,710,2618,3447,8639,9691,12447,13618,20698,22092,25696,27209,36177,37913,42365,44220,55076,57154,62454
0,328,3046,3438,8641,9129,13055,13607,20702,21350,26484,27196,36183,36991,43333,44205,55084,56052
0,1455,1806,3429,8643,10782,11289,13596,20706,23529,24192,27183,36189,39696,40515,44190,55092,59283,60258
0,1029,2235,3411,8647,10166,11908,13574,20714,22723,25001,27157,36201,38700,41514,44160,55108,58097,61447
0,711,2574,3402,8649,9702,12393,13563,20718,22113,25632,27144,36207,37944,42291,44145,55116,57195,62370
0,287,3050,3393,8651,9078,13069,13552,20722,21289,26508,27131,36213,36920,43367,44130,55124,55971
0,1457,1763,3384,8653,10794,11236,13541,20726,23551,24129,27118,36219,39728,40442,44115,55132,59325,60175
0,987,2238,3366,8657,10114,11921,13519,20734,22661,25024,27092,36231,38628,41547,44085,55148,58015,61490
0,712,2530,3357,8659,9713,12339,13508,20738,22134,25568,27079,36237,37975,42217,44070,55156,57236,62286
0,246,3054,3348,8661,9027,13083,13497,20742,21228,26532,27066,36243,36849,43401,44055,55164,55890
0,1459,1720,3339,8663,10806,11183,13486,20746,23573,24066,27053,36249,39760,40369,44040,55172,59367,60092
0,945,2241,3321,8667,10062,11934,13464,20754,22599,25047,27027,36261,38556,41580,44010,55188,57933,61533
0,713,2486,3312,8669,9724,12285,13453,20758,22155,25504,27014,36267,38006,42143,43995,55196,57277,62202
0,205,3058,3303,8671,8976,13097,13442,20762,21167,26556,27001,36273,36778,43435,43980,55204,55809
0,1461,1677,3294,8673,10818,11130,13431,20766,23595,24003,26988,36279,39792,40296,43965,55212,59409,60009
0,903,2244,3276,8677,10010,11947,13409,20774,22537,25070,26962,36291,38484,41613,43935,55228,57851,61576
