0,471,975,1521
0,450,981,1503
0,472,949,1494
0,425,983,1476
0,473,923,1467
0,400,985,1449
0,474,897,1440
0,375,987,1422
0,475,871,1413
0,350,989,1395
0,476,845,1386
0,325,991,1368
0,477,819,1359
0,300,993,1341
0,478,793,1332
0,275,995,1314
0,479,767,1305
0,250,997,1287
0,480,741,1278
0,225,999,1260
0,481,715,1251
0,200,1001,1233
0,482,689,1224
0,175,1003,1206
0,483,663,1197
0,150,1005,1179
0,484,637,1170
0,125,1007,1152
0,485,611,1143
0,100,1009,1125
0,486,585,1116
0,75,1011,1098
0,487,559,1089
0,50,1013,1071
0,488,533,1062
0,25,1015,1044
0,489,507,1035
0,481,490,1008
0,455,491,981
0,429,492,954
0,403,493,927
0,377,494,900
0,351,495,873
0,325,496,846
0,299,497,819
0,273,498,792
0,247,499,765
0,221,500,738
0,195,501,711
0,169,502,684
0,143,503,657
0,117,504,630
0,91,505,603
0,65,506,576
0,39,507,549
0,13,508,522
