"1/3504"
"1/876"
"25/3504"
"49/3504"
"25/876"
"121/3504"
"169/3504"
"49/876"
"289/3504"
"361/3504"
"121/876"
"529/3504"
"625/3504"
"169/876"
"841/3504"
"961/3504"
"289/876"
"1225/3504"
"1369/3504"
"361/876"
"1681/3504"
"1849/3504"
"529/876"
"2209/3504"
"2401/3504"
"625/876"
"2809/3504"
"3025/3504"
"841/876"
"3481/3504"
"3721/3504"
"961/876"
"4225/3504"
"4489/3504"
"1225/876"
"5041/3504"
"1369/876"
"5929/3504"
"6241/3504"
"1681/876"
"6889/3504"
"1849/876"
"7921/3504"
"8281/3504"
"2209/876"
"9025/3504"
"2401/876"
"10201/3504"
"10609/3504"
"2809/876"
"11449/3504"
"3025/876"
"12769/3504"
"13225/3504"
"3481/876"
"14161/3504"
"3721/876"
"15625/3504"
"16129/3504"
"4225/876"
"17161/3504"
"4489/876"
"18769/3504"
"19321/3504"
"5041/876"
"20449/3504"
"22201/3504"
"22801/3504"
"5929/876"
"24025/3504"
"25921/3504"
"26569/3504"
"6889/876"
"27889/3504"
"29929/3504"
"30625/3504"
"7921/876"
"32041/3504"
"34225/3504"
"34969/3504"
"9025/876"
"36481/3504"
"38809/3504"
"39601/3504"
"10201/876"
"41209/3504"
"43681/3504"
"44521/3504"
"11449/876"
"46225/3504"
"48841/3504"
"12769/876"
"54289/3504"
"14161/876"
"60025/3504"
"15625/876"
"66049/3504"
"17161/876"
"72361/3504"
"18769/876"
"78961/3504"
"20449/876"
"85849/3504"
"93025/3504"
"100489/3504"
"108241/3504"
"116281/3504"
"124609/3504"
