"1/5208"
"1/1302"
"2/651"
"25/5208"
"8/651"
"25/1302"
"121/5208"
"169/5208"
"32/651"
"289/5208"
"361/5208"
"50/651"
"121/1302"
"529/5208"
"625/5208"
"169/1302"
"841/5208"
"31/168"
"128/651"
"289/1302"
"1369/5208"
"361/1302"
"200/651"
"1681/5208"
"1849/5208"
"242/651"
"529/1302"
"2209/5208"
"625/1302"
"338/651"
"2809/5208"
"3025/5208"
"841/1302"
"3481/5208"
"3721/5208"
"512/651"
"4225/5208"
"4489/5208"
"578/651"
"5041/5208"
"5329/5208"
"1369/1302"
"722/651"
"6241/5208"
"800/651"
"1681/1302"
"7225/5208"
"1849/1302"
"968/651"
"7921/5208"
"1058/651"
"2209/1302"
"9025/5208"
"9409/5208"
"1250/651"
"10201/5208"
"10609/5208"
"2809/1302"
"11449/5208"
"11881/5208"
"3025/1302"
"12769/5208"
"13225/5208"
"1682/651"
"3481/1302"
"14641/5208"
"3721/1302"
"16129/5208"
"2048/651"
"4225/1302"
"17161/5208"
"4489/1302"
"2312/651"
"18769/5208"
"19321/5208"
"5041/1302"
"20449/5208"
"2738/651"
"22201/5208"
"22801/5208"
"2888/651"
"775/168"
"24649/5208"
"6241/1302"
"3200/651"
"26569/5208"
"3362/651"
"28561/5208"
"7225/1302"
"3698/651"
"29929/5208"
"3872/651"
"7921/1302"
"32041/5208"
"32761/5208"
"4232/651"
"34225/5208"
"9025/1302"
"36481/5208"
"9409/1302"
"38809/5208"
"39601/5208"
"10201/1302"
"42025/5208"
"10609/1302"
"44521/5208"
"5618/651"
"46225/5208"
"11881/1302"
"6050/651"
"49729/5208"
"12769/1302"
"51529/5208"
"6728/651"
"54289/5208"
"6962/651"
"57121/5208"
"58081/5208"
"7442/651"
"61009/5208"
"64009/5208"
"16129/1302"
"66049/5208"
"8450/651"
"17161/1302"
"70225/5208"
"8978/651"
"18769/1302"
"75625/5208"
"19321/1302"
"78961/5208"
"80089/5208"
"20449/1302"
"83521/5208"
"87025/5208"
"10952/651"
"89401/5208"
"22801/1302"
"11552/651"
"94249/5208"
"12482/651"
"100489/5208"
"12800/651"
"104329/5208"
"105625/5208"
"13448/651"
"113569/5208"
"28561/1302"
"3751/168"
"14792/651"
"29929/1302"
"121801/5208"
"32041/1302"
"128881/5208"
"32761/1302"
"133225/5208"
"134689/5208"
"34225/1302"
"18050/651"
"146689/5208"
"18818/651"
"152881/5208"
"160801/5208"
"20402/651"
"167281/5208"
"21218/651"
"44521/1302"
"180625/5208"
"46225/1302"
"187489/5208"
"203401/5208"
"51529/1302"
"27848/651"
"225625/5208"
"243049/5208"
"66049/1302"
"286225/5208"
"38642/651"
"332929/5208"
"89401/1302"
"383161/5208"
"51200/651"
"436921/5208"
