0,647,989,1728
0,316,1342,1719
0,287,1358,1701
0,609,996,1692
0,649,946,1683
0,317,1298,1674
0,246,1362,1656
0,567,999,1647
0,651,903,1638
0,318,1254,1629
0,205,1366,1611
0,525,1002,1602
0,653,860,1593
0,319,1210,1584
0,164,1370,1566
0,483,1005,1557
0,655,817,1548
0,320,1166,1539
0,123,1374,1521
0,441,1008,1512
0,657,774,1503
0,321,1122,1494
0,82,1378,1476
0,399,1011,1467
0,659,731,1458
0,322,1078,1449
0,41,1382,1431
0,357,1014,1422
0,661,688,1413
0,323,1034,1404
0,315,1017,1377
0,645,663,1368
0,324,990,1359
0,273,1020,1332
0,602,665,1323
0,325,946,1314
0,231,1023,1287
0,559,667,1278
0,326,902,1269
0,189,1026,1242
0,516,669,1233
0,327,858,1224
0,147,1029,1197
0,473,671,1188
0,328,814,1179
0,105,1032,1152
0,430,673,1143
0,329,770,1134
0,63,1035,1107
0,387,675,1098
0,330,726,1089
0,21,1038,1062
0,344,677,1053
0,331,682,1044
0,301,679,1008
0,332,638,999
0,258,681,963
0,333,594,954
0,215,683,918
0,334,550,909
0,172,685,873
0,335,506,864
0,129,687,828
0,336,462,819
0,86,689,783
0,337,418,774
0,43,691,738
0,338,374,729
0,330,339,684
0,286,340,639
0,242,341,594
0,198,342,549
0,154,343,504
0,110,344,459
0,66,345,414
0,22,346,369
