"1/792"
"1/88"
"25/792"
"49/792"
"169/792"
"25/88"
"289/792"
"361/792"
"49/88"
"529/792"
"625/792"
"1225/792"
"1369/792"
"169/88"
"1681/792"
"1849/792"
"361/88"
"3481/792"
"3721/792"
"6241/792"
