"1/3256"
"9/3256"
"25/3256"
"49/3256"
"81/3256"
"169/3256"
"225/3256"
"289/3256"
"361/3256"
"441/3256"
"529/3256"
"625/3256"
"729/3256"
"841/3256"
"961/3256"
"1225/3256"
"1521/3256"
"1681/3256"
"1849/3256"
"2025/3256"
"2209/3256"
"2401/3256"
"2601/3256"
"2809/3256"
"3249/3256"
"3721/3256"
"3969/3256"
"4225/3256"
"4489/3256"
"4761/3256"
"5041/3256"
"5329/3256"
"5625/3256"
"6241/3256"
"6889/3256"
"7569/3256"
"7921/3256"
"8281/3256"
"8649/3256"
"9025/3256"
"9409/3256"
"10201/3256"
"11025/3256"
"11881/3256"
"12769/3256"
"13225/3256"
"13689/3256"
"14161/3256"
"15129/3256"
"16129/3256"
"17161/3256"
"18225/3256"
"18769/3256"
"19321/3256"
"19881/3256"
"21025/3256"
"22201/3256"
"23409/3256"
"24649/3256"
"25921/3256"
"26569/3256"
"27889/3256"
"29241/3256"
"30625/3256"
"32041/3256"
"33489/3256"
"35721/3256"
"37249/3256"
"38809/3256"
"40401/3256"
"42025/3256"
"44521/3256"
"46225/3256"
"47961/3256"
"49729/3256"
"51529/3256"
"56169/3256"
"58081/3256"
"60025/3256"
"62001/3256"
"69169/3256"
"71289/3256"
"73441/3256"
"81225/3256"
"83521/3256"
"85849/3256"
"96721/3256"
"99225/3256"
"113569/3256"
"128881/3256"
