"1/1820"
"1/455"
"9/1820"
"4/455"
"9/455"
"16/455"
"81/1820"
"121/1820"
"36/455"
"64/455"
"289/1820"
"81/455"
"361/1820"
"121/455"
"529/1820"
"144/455"
"729/1820"
"841/1820"
"961/1820"
"256/455"
"1089/1820"
"289/455"
"324/455"
"1369/1820"
"361/455"
"1681/1820"
"1849/1820"
"484/455"
"529/455"
"2209/1820"
"2601/1820"
"2809/1820"
"729/455"
"3249/1820"
"841/455"
"3481/1820"
"961/455"
"1024/455"
"1089/455"
"4489/1820"
"1156/455"
"4761/1820"
"5041/1820"
"5329/1820"
"1444/455"
"6561/1820"
"1681/455"
"1936/455"
"7921/1820"
"2116/455"
"2209/455"
"9409/1820"
"9801/1820"
"2601/455"
"10609/1820"
"2916/455"
"15129/1820"
"3844/455"
"16129/1820"
"16641/1820"
"4356/455"
"4489/455"
"4761/455"
"25281/1820"
"6561/455"
"6724/455"
"27889/1820"
"29929/1820"
"9409/455"
"39601/1820"
"52441/1820"
"17424/455"
