0,821,1703,2655
0,800,1709,2637
0,822,1677,2628
0,775,1711,2610
0,823,1651,2601
0,750,1713,2583
0,824,1625,2574
0,725,1715,2556
0,825,1599,2547
0,700,1717,2529
0,826,1573,2520
0,675,1719,2502
0,827,1547,2493
0,650,1721,2475
0,828,1521,2466
0,625,1723,2448
0,829,1495,2439
0,600,1725,2421
0,830,1469,2412
0,575,1727,2394
0,831,1443,2385
0,550,1729,2367
0,832,1417,2358
0,525,1731,2340
0,833,1391,2331
0,500,1733,2313
0,834,1365,2304
0,475,1735,2286
0,835,1339,2277
0,450,1737,2259
0,836,1313,2250
0,425,1739,2232
0,837,1287,2223
0,400,1741,2205
0,838,1261,2196
0,375,1743,2178
0,839,1235,2169
0,350,1745,2151
0,840,1209,2142
0,325,1747,2124
0,841,1183,2115
0,300,1749,2097
0,842,1157,2088
0,275,1751,2070
0,843,1131,2061
0,250,1753,2043
0,844,1105,2034
0,225,1755,2016
0,845,1079,2007
0,200,1757,1989
0,846,1053,1980
0,175,1759,1962
0,847,1027,1953
0,150,1761,1935
0,848,1001,1926
0,125,1763,1908
0,849,975,1899
0,100,1765,1881
0,850,949,1872
0,75,1767,1854
0,851,923,1845
0,50,1769,1827
0,852,897,1818
0,25,1771,1800
0,853,871,1791
0,845,854,1764
0,819,855,1737
0,793,856,1710
0,767,857,1683
0,741,858,1656
0,715,859,1629
0,689,860,1602
0,663,861,1575
0,637,862,1548
0,611,863,1521
0,585,864,1494
0,559,865,1467
0,533,866,1440
0,507,867,1413
0,481,868,1386
0,455,869,1359
0,429,870,1332
0,403,871,1305
0,377,872,1278
0,351,873,1251
0,325,874,1224
0,299,875,1197
0,273,876,1170
0,247,877,1143
0,221,878,1116
0,195,879,1089
0,169,880,1062
0,143,881,1035
0,117,882,1008
0,91,883,981
0,65,884,954
0,39,885,927
0,13,886,900
