0,87,240,342,771,900,1121,1265,1850,2021,2310,2496,3237,3450,3807,4035,4932,5187,5612,5882,6935,7232,7725,8037,9246,9585,10146,10500,11865,12246,12875,13271,14792,15215,15912,16350,18027,18492,19257,19737,21570,22077,22910,23432,25421,25970,26871,27435,29580,30171,31140,31746,34047,34680,35717,36365,38822,39497,40602,41292,43905,44622,45795,46527,49296,50055,51296,52070,54995
0,45,279,333,773,840,1178,1254,1854,1943,2385,2483,3243,3354,3900,4020,4940,5073,5723,5865,6945,7100,7854,8018,9258,9435,10293,10479,11879,12078,13040,13248,14808,15029,16095,16325,18045,18288,19458,19710,21590,21855,23129,23403,25443,25730,27108,27404,29604,29913,31395,31713,34073,34404,35990,36330,38850,39203,40893,41255,43935,44310,46104,46488,49328,49725,51623,52029,55029
0,118,190,324,775,949,1053,1243,1858,2088,2224,2470,3249,3535,3703,4005,4948,5290,5490,5848,6955,7353,7585,7999,9270,9724,9988,10458,11893,12403,12699,13225,14824,15390,15718,16300,18063,18685,19045,19683,21610,22288,22680,23374,25465,26199,26623,27373,29628,30418,30874,31680,34099,34945,35433,36295,38878,39780,40300,41218,43965,44923,45475,46449,49360,50374,50958,51988,55063
0,141,150,306,779,986,999,1221,1866,2139,2156,2444,3261,3600,3621,3975,4964,5369,5394,5814,6975,7446,7475,7961,9294,9831,9864,10416,11921,12524,12561,13179,14856,15525,15566,16250,18099,18834,18879,19629,21650,22451,22500,23316,25509,26376,26429,27311,29676,30609,30666,31614,34151,35150,35211,36225,38934,39999,40064,41144,44025,45156,45225,46371,49424,50621,50694,51906
0,93,183,288,783,920,1050,1199,1874,2055,2225,2418,3273,3498,3708,3945,4980,5249,5499,5780,6995,7308,7598,7923,9318,9675,10005,10374,11949,12350,12720,13133,14888,15333,15743,16200,18135,18624,19074,19575,21690,22223,22713,23258,25553,26130,26660,27249,29724,30345,30915,31548,34203,34868,35478,36155,38990,39699,40349,41070,44085,44838,45528,46293,49488,50285,51015,51824
0,29,245,279,785,828,1140,1188,1878,1935,2343,2405,3279,3350,3854,3930,4988,5073,5673,5763,7005,7104,7800,7904,9330,9443,10235,10353,11963,12090,12978,13110,14904,15045,16029,16175,18153,18308,19388,19548,21710,21879,23055,23229,25575,25758,27030,27218,29748,29945,31313,31515,34229,34440,35904,36120,39018,39243,40803,41033,44115,44354,46010,46254,49520,49773,51525,51783
0,46,217,270,787,855,1102,1177,1882,1972,2295,2392,3285,3397,3796,3915,4996,5130,5605,5746,7015,7171,7722,7885,9342,9520,10147,10332,11977,12177,12880,13087,14920,15142,15921,16150,18171,18415,19270,19521,21730,21996,22927,23200,25597,25885,26892,27187,29772,30082,31165,31482,34255,34587,35746,36085,39046,39400,40635,40996,44145,44521,45832,46215,49552,49950,51337,51742
0,59,194,261,789,876,1071,1166,1886,2001,2256,2379,3291,3434,3749,3900,5004,5175,5550,5729,7025,7224,7659,7866,9354,9581,10076,10311,11991,12246,12801,13064,14936,15219,15834,16125,18189,18500,19175,19494,21750,22089,22824,23171,25619,25986,26781,27156,29796,30191,31046,31449,34281,34704,35619,36050,39074,39525,40500,40959,44175,44654,45689,46176,49584,50091,51186,51701
0,90,144,243,793,925,1003,1144,1894,2068,2170,2353,3303,3519,3645,3870,5020,5278,5428,5695,7045,7345,7519,7828,9378,9720,9918,10269,12019,12403,12625,13018,14968,15394,15640,16075,18225,18693,18963,19440,21790,22300,22594,23113,25663,26215,26533,27094,29844,30438,30780,31383,34333,34969,35335,35980,39130,39808,40198,40885,44235,44955,45369,46098,49648,50410,50848,51619
0,95,122,225,797,936,975,1122,1902,2085,2136,2327,3315,3542,3605,3840,5036,5307,5382,5661,7065,7380,7467,7790,9402,9761,9860,10227,12047,12450,12561,12972,15000,15447,15570,16025,18261,18752,18887,19386,21830,22365,22512,23055,25707,26286,26445,27032,29892,30515,30686,31317,34385,35052,35235,35910,39186,39897,40092,40811,44295,45050,45257,46020,49712,50511,50730,51537
0,47,155,207,801,870,1026,1100,1910,2001,2205,2301,3327,3440,3692,3810,5052,5187,5487,5627,7085,7242,7590,7752,9426,9605,10001,10185,12075,12276,12720,12926,15032,15255,15747,15975,18297,18542,19082,19332,21870,22137,22725,22997,25751,26040,26676,26970,29940,30251,30935,31251,34437,34770,35502,35840,39242,39597,40377,40737,44355,44732,45560,45942,49776,50175,51051,51455
0,30,147,180,807,851,1020,1067,1922,1980,2201,2262,3345,3417,3690,3765,5076,5162,5487,5576,7115,7215,7592,7695,9462,9576,10005,10122,12117,12245,12726,12857,15080,15222,15755,15900,18351,18507,19092,19251,21930,22100,22737,22910,25817,26001,26690,26877,30012,30210,30951,31152,34515,34727,35520,35735,39326,39552,40397,40626,44445,44685,45582,45825,49872,50126,51075,51332
0,61,97,162,811,900,952,1045,1930,2047,2115,2236,3357,3502,3586,3735,5092,5265,5365,5542,7135,7336,7452,7657,9486,9715,9847,10080,12145,12402,12550,12811,15112,15397,15561,15850,18387,18700,18880,19197,21970,22311,22507,22852,25861,26230,26442,26815,30060,30457,30685,31086,34567,34992,35236,35665,39382,39835,40095,40552,44505,44986,45262,45747,49936,50445,50737,51250
0,48,93,144,815,885,950,1023,1938,2030,2115,2210,3369,3483,3588,3705,5108,5244,5369,5508,7155,7313,7458,7619,9510,9690,9855,10038,12173,12375,12560,12765,15144,15368,15573,15800,18423,18669,18894,19143,22010,22278,22523,22794,25905,26195,26460,26753,30108,30420,30705,31020,34619,34953,35258,35595,39438,39794,40119,40478,44565,44943,45288,45669,50000,50400,50765,51168
0,31,49,81,829,874,900,946,1966,2025,2059,2119,3411,3484,3526,3600,5164,5251,5301,5389,7225,7326,7384,7486,9594,9709,9775,9891,12271,12400,12474,12604,15256,15399,15481,15625,18549,18706,18796,18954,22150,22321,22419,22591,26059,26244,26350,26536,30276,30475,30589,30789,34801,35014,35136,35350,39634,39861,39991,40219,44775,45016,45154,45396,50224,50479,50625,50881
