"1/4408"
"9/4408"
"25/4408"
"49/4408"
"81/4408"
"121/4408"
"169/4408"
"225/4408"
"289/4408"
"441/4408"
"529/4408"
"625/4408"
"729/4408"
"961/4408"
"1089/4408"
"1225/4408"
"1369/4408"
"1521/4408"
"1681/4408"
"1849/4408"
"2025/4408"
"2209/4408"
"2401/4408"
"2601/4408"
"2809/4408"
"3025/4408"
"3481/4408"
"3721/4408"
"3969/4408"
"4225/4408"
"4761/4408"
"5041/4408"
"5329/4408"
"5625/4408"
"6241/4408"
"6561/4408"
"6889/4408"
"7225/4408"
"7921/4408"
"8281/4408"
"8649/4408"
"9409/4408"
"9801/4408"
"10201/4408"
"10609/4408"
"11449/4408"
"11881/4408"
"12321/4408"
"12769/4408"
"13689/4408"
"14161/4408"
"14641/4408"
"15129/4408"
"16129/4408"
"16641/4408"
"17161/4408"
"18769/4408"
"19321/4408"
"19881/4408"
"21609/4408"
"22201/4408"
"22801/4408"
"24025/4408"
"24649/4408"
"25281/4408"
"25921/4408"
"27225/4408"
"27889/4408"
"28561/4408"
"30625/4408"
"31329/4408"
"32041/4408"
"34225/4408"
"34969/4408"
"35721/4408"
"38025/4408"
"38809/4408"
"39601/4408"
"42025/4408"
"42849/4408"
"45369/4408"
"46225/4408"
"47089/4408"
"49729/4408"
"50625/4408"
"51529/4408"
"54289/4408"
"55225/4408"
"56169/4408"
"59049/4408"
"60025/4408"
"64009/4408"
"65025/4408"
"69169/4408"
"70225/4408"
"73441/4408"
"74529/4408"
"75625/4408"
"78961/4408"
"80089/4408"
"84681/4408"
"85849/4408"
"90601/4408"
"91809/4408"
"96721/4408"
"97969/4408"
"103041/4408"
"108241/4408"
"109561/4408"
"114921/4408"
"116281/4408"
"121801/4408"
"123201/4408"
"128881/4408"
"136161/4408"
"143641/4408"
"149769/4408"
"151321/4408"
"157609/4408"
"165649/4408"
"173889/4408"
"182329/4408"
"198025/4408"
"207025/4408"
"216225/4408"
"253009/4408"
