"1/560"
"1/140"
"9/560"
"9/140"
"81/560"
"121/560"
"169/560"
"289/560"
"81/140"
"361/560"
"121/140"
"529/560"
"169/140"
"841/560"
"961/560"
"1369/560"
"529/140"
"3249/560"
