"1/1092"
"1/273"
"4/273"
"25/1092"
"16/273"
"25/273"
"121/1092"
"64/273"
"289/1092"
"361/1092"
"100/273"
"121/273"
"529/1092"
"625/1092"
"841/1092"
"961/1092"
"256/273"
"1369/1092"
"361/273"
"400/273"
"1681/1092"
"1849/1092"
"484/273"
"625/273"
"841/273"
"3481/1092"
"3721/1092"
"961/273"
"1024/273"
"5041/1092"
"6241/1092"
"1600/273"
"1681/273"
"6889/1092"
"10201/1092"
"3721/273"
