"1/2184"
"3/728"
"25/2184"
"7/312"
"27/728"
"121/2184"
"75/728"
"289/2184"
"361/2184"
"529/2184"
"625/2184"
"243/728"
"841/2184"
"961/2184"
"363/728"
"175/312"
"1369/2184"
"1681/2184"
"1849/2184"
"675/728"
"343/312"
"867/728"
"2809/2184"
"1083/728"
"3481/2184"
"3721/2184"
"4489/2184"
"1587/728"
"5041/2184"
"1875/728"
"847/312"
"6241/2184"
"6889/2184"
"7225/2184"
"2523/728"
"2883/728"
"9025/2184"
"10201/2184"
"10609/2184"
"11881/2184"
"4107/728"
"12769/2184"
"2023/312"
"14641/2184"
"16129/2184"
"5547/728"
"6075/728"
"18769/2184"
"21025/2184"
"7803/728"
"24025/2184"
"3703/312"
"26569/2184"
"9747/728"
"32041/2184"
"34969/2184"
"38809/2184"
"42025/2184"
"15123/728"
"57121/2184"
