"1/3876"
"1/969"
"4/969"
"25/3876"
"49/3876"
"16/969"
"25/969"
"121/3876"
"169/3876"
"49/969"
"64/969"
"100/969"
"121/969"
"529/3876"
"625/3876"
"169/969"
"196/969"
"841/3876"
"961/3876"
"256/969"
"1225/3876"
"1369/3876"
"400/969"
"1681/3876"
"1849/3876"
"484/969"
"529/969"
"2209/3876"
"2401/3876"
"625/969"
"676/969"
"2809/3876"
"3025/3876"
"784/969"
"841/969"
"3481/3876"
"3721/3876"
"961/969"
"1024/969"
"4225/3876"
"4489/3876"
"5041/3876"
"5329/3876"
"5929/3876"
"6241/3876"
"1600/969"
"1681/969"
"6889/3876"
"1849/969"
"1936/969"
"2116/969"
"2209/969"
"9409/3876"
"2401/969"
"2500/969"
"10201/3876"
"10609/3876"
"2704/969"
"2809/969"
"11449/3876"
"11881/3876"
"3025/969"
"3136/969"
"12769/3876"
"13225/3876"
"3364/969"
"3481/969"
"3721/969"
"3844/969"
"4096/969"
"4225/969"
"4489/969"
"18769/3876"
"19321/3876"
"20449/3876"
"21025/3876"
"22201/3876"
"22801/3876"
"5929/969"
"24025/3876"
"24649/3876"
"6241/969"
"6400/969"
"25921/3876"
"26569/3876"
"6724/969"
"6889/969"
"27889/3876"
"28561/3876"
"29929/3876"
"30625/3876"
"32041/3876"
"32761/3876"
"34225/3876"
"9409/969"
"9604/969"
"10000/969"
"10201/969"
"10609/969"
"10816/969"
"44521/3876"
"11236/969"
"11449/969"
"46225/3876"
"47089/3876"
"11881/969"
"12100/969"
"12544/969"
"12769/969"
"13225/969"
"13456/969"
"13924/969"
"63001/3876"
"64009/3876"
"66049/3876"
"67081/3876"
"69169/3876"
"70225/3876"
"17956/969"
"72361/3876"
"73441/3876"
"75625/3876"
"76729/3876"
"78961/3876"
"80089/3876"
"82369/3876"
"23716/969"
"24025/969"
"24649/969"
"24964/969"
"25600/969"
"25921/969"
"26896/969"
"27889/969"
"134689/3876"
"139129/3876"
"143641/3876"
"148225/3876"
"44944/969"
"46225/969"
"47524/969"
"231361/3876"
"237169/3876"
"72361/969"
