"1/2640"
"1/660"
"3/880"
"1/165"
"3/220"
"49/2640"
"4/165"
"27/880"
"169/2640"
"49/660"
"16/165"
"289/2640"
"27/220"
"361/2640"
"147/880"
"529/2640"
"169/660"
"243/880"
"49/165"
"841/2640"
"961/2640"
"64/165"
"289/660"
"1369/2640"
"361/660"
"507/880"
"1681/2640"
"147/220"
"1849/2640"
"529/660"
"2209/2640"
"2401/2640"
"867/880"
"169/165"
"2809/2640"
"243/220"
"196/165"
"1083/880"
"841/660"
"3481/2640"
"3721/2640"
"961/660"
"1323/880"
"256/165"
"289/165"
"1587/880"
"5329/2640"
"1369/660"
"361/165"
"507/220"
"2187/880"
"6889/2640"
"1849/660"
"2523/880"
"7921/2640"
"529/165"
"2209/660"
"9409/2640"
"2401/660"
"10201/2640"
"867/220"
"2809/660"
"11449/2640"
"11881/2640"
"4107/880"
"784/165"
"12769/2640"
"1083/220"
"841/165"
"4563/880"
"3481/660"
"14161/2640"
"5043/880"
"961/165"
"1024/165"
"5547/880"
"17689/2640"
"1156/165"
"1587/220"
"6627/880"
"22201/2640"
"25921/2640"
"6889/660"
"28561/2640"
"9747/880"
"29929/2640"
"2523/220"
"7921/660"
"32041/2640"
"11163/880"
"2116/165"
"2209/165"
"37249/2640"
"2401/165"
"48841/2640"
"12769/660"
"52441/2640"
"54289/2640"
"4563/220"
"14161/660"
"57121/2640"
"19683/880"
"3844/165"
"78961/2640"
"85849/2640"
"22201/660"
"30603/880"
"124609/2640"
"32041/660"
"170569/2640"
