0,57,399,468,1051,1136,1630,1727,2522,2635,3281,3406,4413,4554,5352,5505,6724,6893,7843,8024,9455,9652,10754,10963,12606,12831,14085,14322,16177,16430,17836,18101,20168,20449,22007,22300,24579,24888,26598,26919,29410,29747,31609,31958,34661,35026,37040,37417,40332,40725,42891,43296,46423,46844,49162,49595,52934,53383
0,177,258,459,1053,1314,1431,1716,2526,2871,3024,3393,4419,4848,5037,5490,6732,7245,7470,8007,9465,10062,10323,10944,12618,13299,13596,14301,16191,16956,17289,18078,20184,21033,21402,22275,24597,25530,25935,26892,29430,30447,30888,31929,34683,35784,36261,37386,40356,41541,42054,43263,46449,47718,48267,49560,52962,54315,54900
0,125,305,450,1055,1240,1500,1705,2530,2775,3115,3380,4425,4730,5150,5475,6740,7105,7605,7990,9475,9900,10480,10925,12630,13115,13775,14280,16205,16750,17490,18055,20200,20805,21625,22250,24615,25280,26180,26865,29450,30175,31155,31900,34705,35490,36550,37355,40380,41225,42365,43230,46475,47380,48600,49525,52990,53955,55255
0,87,330,432,1059,1188,1539,1683,2538,2709,3168,3354,4437,4650,5217,5445,6756,7011,7686,7956,9495,9792,10575,10887,12654,12993,13884,14238,16233,16614,17613,18009,20232,20655,21762,22200,24651,25116,26331,26811,29490,29997,31320,31842,34749,35298,36729,37293,40428,41019,42558,43164,46527,47160,48807,49455,53046,53721,55476
0,192,210,423,1061,1343,1369,1672,2542,2914,2948,3341,4443,4905,4947,5430,6764,7316,7366,7939,9505,10147,10205,10868,12666,13398,13464,14217,16247,17069,17143,17986,20248,21160,21242,22175,24669,25671,25761,26784,29510,30602,30700,31813,34771,35953,36059,37262,40452,41724,41838,43131,46553,47915,48037,49420,53074,54526,54656
0,62,341,414,1063,1155,1558,1661,2546,2668,3195,3328,4449,4601,5252,5415,6772,6954,7729,7922,9515,9727,10626,10849,12678,12920,13943,14196,16261,16533,17680,17963,20264,20566,21837,22150,24687,25019,26414,26757,29530,29892,31411,31784,34793,35185,36828,37231,40476,40898,42665,43098,46579,47031,48922,49385,53102,53584,55599
0,118,262,396,1067,1241,1449,1639,2554,2784,3056,3302,4461,4747,5083,5385,6788,7130,7530,7888,9535,9933,10397,10811,12702,13156,13684,14154,16289,16799,17391,17917,20296,20862,21518,22100,24723,25345,26065,26703,29570,30248,31032,31726,34837,35571,36419,37169,40524,41314,42226,43032,46631,47477,48453,49315,53158,54060,55100
0,127,244,387,1069,1256,1425,1628,2558,2805,3026,3289,4467,4774,5047,5370,6796,7163,7488,7871,9545,9972,10349,10792,12714,13201,13630,14133,16303,16850,17331,17894,20312,20919,21452,22075,24741,25408,25993,26676,29590,30317,30954,31697,34859,35646,36335,37138,40548,41395,42136,42999,46657,47564,48357,49280,53186,54153,54998
0,29,335,369,1073,1116,1558,1606,2566,2623,3201,3263,4479,4550,5264,5340,6812,6897,7747,7837,9565,9664,10650,10754,12738,12851,13973,14091,16331,16458,17716,17848,20344,20485,21879,22025,24777,24932,26462,26622,29630,29799,31465,31639,34903,35086,36888,37076,40596,40793,42731,42933,46709,46920,48994,49210,53242,53467,55677
0,150,195,360,1075,1295,1360,1595,2570,2860,2945,3250,4485,4845,4950,5325,6820,7250,7375,7820,9575,10075,10220,10735,12750,13320,13485,14070,16345,16985,17170,17825,20360,21070,21275,22000,24795,25575,25800,26595,29650,30500,30745,31610,34925,35845,36110,37045,40620,41610,41895,42900,46735,47795,48100,49175,53270,54400,54725
0,63,279,351,1077,1170,1482,1584,2574,2697,3105,3237,4491,4644,5148,5310,6828,7011,7611,7803,9585,9798,10494,10716,12762,13005,13797,14049,16359,16632,17520,17802,20376,20679,21663,21975,24813,25146,26226,26568,29670,30033,31209,31581,34947,35340,36612,37014,40644,41067,42435,42867,46761,47214,48678,49140,53298,53781,55341
0,59,266,333,1081,1168,1467,1562,2582,2697,3088,3211,4503,4646,5129,5280,6844,7015,7590,7769,9605,9804,10471,10678,12786,13013,13772,14007,16387,16642,17493,17756,20408,20691,21634,21925,24849,25160,26195,26514,29710,30049,31176,31523,34991,35358,36577,36952,40692,41087,42398,42801,46813,47236,48639,49070,53354,53805,55300,55759
0,129,183,324,1083,1272,1350,1551,2586,2835,2937,3198,4509,4818,4944,5265,6852,7221,7371,7752,9615,10044,10218,10659,12798,13287,13485,13986,16401,16950,17172,17733,20424,21033,21279,21900,24867,25536,25806,26487,29730,30459,30753,31494,35013,35802,36120,36921,40716,41565,41907,42768,46839,47748,48114,49035,53382,54351,54741,55722
0,90,198,297,1089,1221,1377,1518,2598,2772,2976,3159,4527,4743,4995,5220,6876,7134,7434,7701,9645,9945,10293,10602,12834,13176,13572,13923,16443,16827,17271,17664,20472,20898,21390,21825,24921,25389,25929,26406,29790,30300,30888,31407,35079,35631,36267,36828,40788,41382,42066,42669,46917,47553,48285,48930,53466,54144,54924,55611
0,64,217,288,1091,1185,1406,1507,2602,2726,3015,3146,4533,4687,5044,5205,6884,7068,7493,7684,9655,9869,10362,10583,12846,13090,13651,13902,16457,16731,17360,17641,20488,20792,21489,21800,24939,25273,26038,26379,29810,30174,31007,31378,35101,35495,36396,36797,40812,41236,42205,42636,46943,47397,48434,48895,53494,53978,55083,55574
0,122,131,261,1097,1275,1288,1474,2614,2848,2865,3107,4551,4841,4862,5160,6908,7254,7279,7633,9685,10087,10116,10526,12882,13340,13373,13839,16499,17013,17050,17572,20536,21106,21147,21725,24993,25619,25664,26298,29870,30552,30601,31291,35167,35905,35958,36704,40884,41678,41735,42537,47021,47871,47932,48790,53578,54484,54549,55463
0,30,201,234,1103,1147,1394,1441,2626,2684,3007,3068,4569,4641,5040,5115,6932,7018,7493,7582,9715,9815,10366,10469,12918,13032,13659,13776,16541,16669,17372,17503,20584,20726,21505,21650,25047,25203,26058,26217,29930,30100,31031,31204,35233,35417,36424,36611,40956,41154,42237,42438,47099,47311,48470,48685,53662,53888,55123,55352
0,65,155,225,1105,1200,1330,1430,2630,2755,2925,3055,4575,4730,4940,5100,6940,7125,7375,7565,9725,9940,10230,10450,12930,13175,13505,13755,16555,16830,17200,17480,20600,20905,21315,21625,25065,25400,25850,26190,29950,30315,30805,31175,35255,35650,36180,36580,40980,41405,41975,42405,47125,47580,48190,48650,53690,54175,54825,55315
0,61,133,198,1111,1200,1304,1397,2642,2759,2895,3016,4593,4738,4906,5055,6964,7137,7337,7514,9755,9956,10188,10393,12966,13195,13459,13692,16597,16854,17150,17411,20648,20933,21261,21550,25119,25432,25792,26109,30010,30351,30743,31088,35321,35690,36114,36487,41052,41449,41905,42306,47203,47628,48116,48545,53774,54227,54747,55204
0,66,93,162,1119,1215,1254,1353,2658,2784,2835,2964,4617,4773,4836,4995,6996,7182,7257,7446,9795,10011,10098,10317,13014,13260,13359,13608,16653,16929,17040,17319,20712,21018,21141,21450,25191,25527,25662,26001,30090,30456,30603,30972,35409,35805,35964,36363,41148,41574,41745,42174,47307,47763,47946,48405,53886,54372,54567,55056
