"1/3432"
"3/1144"
"25/3432"
"49/3432"
"27/1144"
"11/312"
"75/1144"
"289/3432"
"361/3432"
"147/1144"
"529/3432"
"625/3432"
"243/1144"
"841/3432"
"961/3432"
"1225/3432"
"1369/3432"
"1681/3432"
"1849/3432"
"675/1144"
"2209/3432"
"2401/3432"
"867/1144"
"2809/3432"
"275/312"
"1083/1144"
"3721/3432"
"1323/1144"
"4489/3432"
"1587/1144"
"5041/3432"
"5329/3432"
"1875/1144"
"539/312"
"2187/1144"
"6889/3432"
"2523/1144"
"7921/3432"
"2883/1144"
"9025/3432"
"9409/3432"
"10201/3432"
"10609/3432"
"11449/3432"
"11881/3432"
"12769/3432"
"13225/3432"
"14161/3432"
"1331/312"
"5043/1144"
"16129/3432"
"5547/1144"
"17689/3432"
"6075/1144"
"19321/3432"
"6627/1144"
"7203/1144"
"22201/3432"
"7803/1144"
"24025/3432"
"8427/1144"
"25921/3432"
"27889/3432"
"29929/3432"
"30625/3432"
"32041/3432"
"32761/3432"
"34225/3432"
"3179/312"
"37249/3432"
"39601/3432"
"13467/1144"
"42025/3432"
"14283/1144"
"15123/1144"
"15987/1144"
"16875/1144"
"51529/3432"
"54289/3432"
"57121/3432"
"60025/3432"
"63001/3432"
"5819/312"
"67081/3432"
"70225/3432"
"73441/3432"
"25947/1144"
"27075/1144"
"28227/1144"
"93025/3432"
"96721/3432"
"100489/3432"
"109561/3432"
"113569/3432"
"42483/1144"
"146689/3432"
