"1/2760"
"1/690"
"2/345"
"5/552"
"49/2760"
"8/345"
"121/2760"
"169/2760"
"49/690"
"32/345"
"289/2760"
"361/2760"
"121/690"
"125/552"
"169/690"
"98/345"
"841/2760"
"961/2760"
"128/345"
"289/690"
"245/552"
"1369/2760"
"361/690"
"1681/2760"
"1849/2760"
"242/345"
"2209/2760"
"2401/2760"
"338/345"
"605/552"
"392/345"
"841/690"
"3481/2760"
"3721/2760"
"961/690"
"512/345"
"845/552"
"4489/2760"
"578/345"
"5041/2760"
"5329/2760"
"1369/690"
"5929/2760"
"1681/690"
"1445/552"
"1849/690"
"968/345"
"8281/2760"
"2209/690"
"1805/552"
"9409/2760"
"2401/690"
"10201/2760"
"10609/2760"
"1352/345"
"11449/2760"
"1568/345"
"1682/345"
"3481/690"
"14641/2760"
"1922/345"
"3125/552"
"16129/2760"
"2048/345"
"17161/2760"
"17689/2760"
"4489/690"
"18769/2760"
"5041/690"
"5329/690"
"22801/2760"
"5929/690"
"4805/552"
"24649/2760"
"26569/2760"
"3362/345"
"27889/2760"
"3698/345"
"3872/345"
"32761/2760"
"6845/552"
"34969/2760"
"37249/2760"
"9409/690"
"38809/2760"
"10201/690"
"10609/690"
"44521/2760"
"9245/552"
"49729/2760"
"6272/345"
"6728/345"
"58081/2760"
"17161/690"
"73441/2760"
"10658/345"
"90601/2760"
"109561/2760"
"130321/2760"
