0,771,1599,2493
0,750,1605,2475
0,772,1573,2466
0,725,1607,2448
0,773,1547,2439
0,700,1609,2421
0,774,1521,2412
0,675,1611,2394
0,775,1495,2385
0,650,1613,2367
0,776,1469,2358
0,625,1615,2340
0,777,1443,2331
0,600,1617,2313
0,778,1417,2304
0,575,1619,2286
0,779,1391,2277
0,550,1621,2259
0,780,1365,2250
0,525,1623,2232
0,781,1339,2223
0,500,1625,2205
0,782,1313,2196
0,475,1627,2178
0,783,1287,2169
0,450,1629,2151
0,784,1261,2142
0,425,1631,2124
0,785,1235,2115
0,400,1633,2097
0,786,1209,2088
0,375,1635,2070
0,787,1183,2061
0,350,1637,2043
0,788,1157,2034
0,325,1639,2016
0,789,1131,2007
0,300,1641,1989
0,790,1105,1980
0,275,1643,1962
0,791,1079,1953
0,250,1645,1935
0,792,1053,1926
0,225,1647,1908
0,793,1027,1899
0,200,1649,1881
0,794,1001,1872
0,175,1651,1854
0,795,975,1845
0,150,1653,1827
0,796,949,1818
0,125,1655,1800
0,797,923,1791
0,100,1657,1773
0,798,897,1764
0,75,1659,1746
0,799,871,1737
0,50,1661,1719
0,800,845,1710
0,25,1663,1692
0,801,819,1683
0,793,802,1656
0,767,803,1629
0,741,804,1602
0,715,805,1575
0,689,806,1548
0,663,807,1521
0,637,808,1494
0,611,809,1467
0,585,810,1440
0,559,811,1413
0,533,812,1386
0,507,813,1359
0,481,814,1332
0,455,815,1305
0,429,816,1278
0,403,817,1251
0,377,818,1224
0,351,819,1197
0,325,820,1170
0,299,821,1143
0,273,822,1116
0,247,823,1089
0,221,824,1062
0,195,825,1035
0,169,826,1008
0,143,827,981
0,117,828,954
0,91,829,927
0,65,830,900
0,39,831,873
0,13,832,846
