"11785489/3432"
"11812969/3432"
"11826721/3432"
"1077659/312"
"912925/264"
"11895601/3432"
"11909401/3432"
"11937025/3432"
"11950849/3432"
"11978521/3432"
"11992369/3432"
"12020089/3432"
"12033961/3432"
"12061729/3432"
"12075625/3432"
"12103441/3432"
"12117361/3432"
"12145225/3432"
"1105379/312"
"12187081/3432"
"12201049/3432"
"940693/264"
"12243001/3432"
"12271009/3432"
"12285025/3432"
"1119371/312"
"12327121/3432"
"12355225/3432"
"12369289/3432"
"12397441/3432"
"954733/264"
"12439729/3432"
"12453841/3432"
"12482089/3432"
"12496225/3432"
"12524521/3432"
"12538681/3432"
"12567025/3432"
"12581209/3432"
"12609601/3432"
"1147619/312"
"12652249/3432"
"12666481/3432"
"12694969/3432"
"12709225/3432"
"12737761/3432"
"12752041/3432"
"12794929/3432"
"12837889/3432"
"12880921/3432"
"12924025/3432"
"997477/264"
"13010449/3432"
"13053769/3432"
"1190651/312"
"13140625/3432"
"13184161/3432"
"13227769/3432"
"13271449/3432"
"13315201/3432"
"13359025/3432"
"13402921/3432"
"13446889/3432"
"13490929/3432"
"1041157/264"
"1234475/312"
"13623481/3432"
"13667809/3432"
"13712209/3432"
"13756681/3432"
"13801225/3432"
