0,328,1426,1818
0,681,1032,1809
0,651,1047,1791
0,333,1386,1782
0,287,1430,1773
0,683,989,1764
0,609,1050,1746
0,334,1342,1737
0,246,1434,1728
0,685,946,1719
0,567,1053,1701
0,335,1298,1692
0,205,1438,1683
0,687,903,1674
0,525,1056,1656
0,336,1254,1647
0,164,1442,1638
0,689,860,1629
0,483,1059,1611
0,337,1210,1602
0,123,1446,1593
0,691,817,1584
0,441,1062,1566
0,338,1166,1557
0,82,1450,1548
0,693,774,1539
0,399,1065,1521
0,339,1122,1512
0,41,1454,1503
0,695,731,1494
0,357,1068,1476
0,340,1078,1467
0,688,697,1449
0,315,1071,1431
0,341,1034,1422
0,645,699,1404
0,273,1074,1386
0,342,990,1377
0,602,701,1359
0,231,1077,1341
0,343,946,1332
0,559,703,1314
0,189,1080,1296
0,344,902,1287
0,516,705,1269
0,147,1083,1251
0,345,858,1242
0,473,707,1224
0,105,1086,1206
0,346,814,1197
0,430,709,1179
0,63,1089,1161
0,347,770,1152
0,387,711,1134
0,21,1092,1116
0,348,726,1107
0,344,713,1089
0,349,682,1062
0,301,715,1044
0,350,638,1017
0,258,717,999
0,351,594,972
0,215,719,954
0,352,550,927
0,172,721,909
0,353,506,882
0,129,723,864
0,354,462,837
0,86,725,819
0,355,418,792
0,43,727,774
0,356,374,747
0,330,357,702
0,286,358,657
0,242,359,612
0,198,360,567
0,154,361,522
0,110,362,477
0,66,363,432
0,22,364,387
