0,800,1673,2601
0,805,1651,2583
0,775,1675,2574
0,806,1625,2556
0,750,1677,2547
0,807,1599,2529
0,725,1679,2520
0,808,1573,2502
0,700,1681,2493
0,809,1547,2475
0,675,1683,2466
0,810,1521,2448
0,650,1685,2439
0,811,1495,2421
0,625,1687,2412
0,812,1469,2394
0,600,1689,2385
0,813,1443,2367
0,575,1691,2358
0,814,1417,2340
0,550,1693,2331
0,815,1391,2313
0,525,1695,2304
0,816,1365,2286
0,500,1697,2277
0,817,1339,2259
0,475,1699,2250
0,818,1313,2232
0,450,1701,2223
0,819,1287,2205
0,425,1703,2196
0,820,1261,2178
0,400,1705,2169
0,821,1235,2151
0,375,1707,2142
0,822,1209,2124
0,350,1709,2115
0,823,1183,2097
0,325,1711,2088
0,824,1157,2070
0,300,1713,2061
0,825,1131,2043
0,275,1715,2034
0,826,1105,2016
0,250,1717,2007
0,827,1079,1989
0,225,1719,1980
0,828,1053,1962
0,200,1721,1953
0,829,1027,1935
0,175,1723,1926
0,830,1001,1908
0,150,1725,1899
0,831,975,1881
0,125,1727,1872
0,832,949,1854
0,100,1729,1845
0,833,923,1827
0,75,1731,1818
0,834,897,1800
0,50,1733,1791
0,835,871,1773
0,25,1735,1764
0,836,845,1746
0,819,837,1719
0,793,838,1692
0,767,839,1665
0,741,840,1638
0,715,841,1611
0,689,842,1584
0,663,843,1557
0,637,844,1530
0,611,845,1503
0,585,846,1476
0,559,847,1449
0,533,848,1422
0,507,849,1395
0,481,850,1368
0,455,851,1341
0,429,852,1314
0,403,853,1287
0,377,854,1260
0,351,855,1233
0,325,856,1206
0,299,857,1179
0,273,858,1152
0,247,859,1125
0,221,860,1098
0,195,861,1071
0,169,862,1044
0,143,863,1017
0,117,864,990
0,91,865,963
0,65,866,936
0,39,867,909
0,13,868,882
