0,26,142,-290,352,-570,-942,-1280,1282,1672,2276,-2790,-2976,3560,4420,5122,5126,5880,6972,-7852,8162,-9112,-10460,-11526,11532,12650,14230,-15476,-15910,17226,19062,20492,20500,21982,24050,-25662,26220,-27902,-30226,-32020,32030,33876,36432,-38410,-39092,41140,43952,46110,46122,48332,51376,-53720,54526,-56940,-60240,-62762,62776,65350,68882,-71592,-72522,75302,79090,81976,81992,84930,88950,-92026,93080,-96226,-100502,-103752,103770,107072,111580,-115022,-116200,119712,124476,128090,128110,131776,136772,-140580,141882,-145760,-151012,-154990,155012,159042,164526,-168700,-170126,174370,180110,184452,184476,188870,194842,-199382
0,3,104,-143,568,-655,-1160,-1279,1283,1408,2115,-2280,-3555,3768,4879,5120,5128,5375,6688,-6979,9104,-9443,-11160,-11523,11535,11904,13823,-14240,-17215,17680,20003,20488,20504,20995,23520,-24063,27888,-28479,-31408,-32015,32035,32648,35779,-36448,-41123,41840,45375,46104,46128,46863,50600,-51395,56920,-57763,-61904,-62755,62783,63640,67983,-68904,-75279,76248,80995,81968,82000,82979,87928,-88975,96200,-97295,-102648,-103743,103779,104880,110435,-111608,-119683,120904,126863,128080,128120,129343,135504,-136803,145728,-147075,-153640,-154979,155023,156368,163135,-164560,-174335,175808,182979,184440,184488,185955,193328,-194879
0,12,141,-237,416,-572,-1045,-1277,1285,1541,2272,-2620,-3157,3565,4640,5116,5132,5632,6965,-7565,8460,-9120,-10797,-11517,11541,12285,14220,-15072,-16325,17237,19516,20480,20512,21500,24037,-25141,26752,-27916,-30797,-32005,32045,33277,36416,-37772,-39741,41157,44640,46092,46140,47616,51357,-52965,55292,-56960,-61045,-62741,62797,64517,68860,-70720,-73405,75325,80012,81952,82016,83980,88925,-91037,94080,-96252,-101541,-103725,103797,106005,111552,-113916,-117317,119741,125632,128060,128140,130592,136741,-139357,143116,-145792,-152285,-154957,155045,157741,164492,-167360,-171477,174405,181500,184416,184512,187452,194805,-197925
0,-106,-144,-184,494,566,650,-1276,1286,-2124,-2284,-2436,-3366,-3550,-3756,5114,5134,-6704,-6986,-7250,8800,9096,9424,-11514,11544,-13846,-14250,-14626,-16796,-17204,-17654,20476,20516,-23550,-24076,-24564,27354,27874,28446,-32000,32050,-35816,-36464,-37064,-40474,-41106,-41800,46086,46146,-50644,-51414,-52126,56156,56900,57716,-62734,62804,-68034,-68926,-69750,-74400,-75256,-76194,81944,82024,-87986,-89000,-89936,95206,96174,97234,-103716,103806,-110500,-111636,-112684,-118574,-119654,-120836,128050,128150,-135576,-136834,-137994,144504,145696,147000,-154946,155056,-163214,-164594,-165866,-172996,-174300,-175726,184404,184524,-193414,-194916,-196300
0,25,48,-145,564,-833,-948,-1273,1289,1664,1825,-2288,-3545,4180,4433,5108,5140,5865,6164,-6993,9088,-10089,-10480,-11505,11553,12628,13065,-14260,-17193,18560,19089,20464,20528,21953,22528,-24089,27860,-29593,-30260,-31985,32065,33840,34553,-36480,-41089,43188,43993,46068,46164,48289,49140,-51433,56880,-59345,-60288,-62713,62825,65300,66289,-68948,-75233,78064,79145,81920,82048,84873,86000,-89025,96148,-99345,-100564,-103689,103833,107008,108273,-111664,-119625,123188,124545,128020,128180,131705,133108,-136865,145664,-149593,-151088,-154913,155089,158964,160505,-164628,-174265,178560,180193,184368,184560,188785,190464,-194953
0,75,139,231,-424,-576,-736,-1271,1291,1976,2264,2600,3179,3575,3959,5104,5144,6439,6951,7531,-8496,-9136,-9744,-11499,11559,13464,14200,15024,16375,17259,18091,20456,20536,23051,24011,25079,-26816,-27944,-29000,-31975,32075,35200,36384,37696,39819,41191,42471,46056,46176,49911,51319,52875,-55384,-57000,-58504,-62699,62839,67184,68816,70616,73511,75371,77099,81904,82064,87019,88875,90919,-94200,-96304,-98256,-103671,103851,109416,111496,113784,117451,119799,121975,128000,128200,134375,136679,139211,-143264,-145856,-148256,-154891,155111,161896,164424,167200,171639,174475,177099,184344,184584,191979,194731,197751
0,-70,-146,-240,412,562,752,-1270,1292,-1950,-2292,-2630,-3146,-3540,-3996,5102,5146,-6392,-7000,-7582,8442,9080,9802,-11496,11562,-13396,-14270,-15096,-16300,-17182,-18170,20452,20540,-22962,-24102,-25172,26720,27846,29100,-31970,32080,-35090,-36496,-37810,-39702,-41072,-42592,46050,46182,-49780,-51452,-53010,55246,56860,58646,-62692,62846,-67032,-68970,-70772,-73352,-75210,-77262,81896,82072,-86846,-89050,-91096,94020,96122,98440,-103662,103860,-109222,-111692,-113982,-117250,-119596,-122180,127990,128210,-134160,-136896,-139430,143042,145632,148482,-154880,155122,-161660,-164662,-167440,-171396,-174230,-177346,184332,184596,-191722,-194990,-198012
0,-28,-44,138,-578,850,930,-1268,1294,-1688,-1800,2260,3580,-4218,-4394,5098,5150,-5910,-6118,6944,-9144,10148,10420,-11490,11568,-12694,-12998,14190,17270,-18640,-19008,20444,20548,-22040,-22440,23998,-27958,29694,30158,-31960,32090,-33948,-34444,36368,41208,-43310,-43870,46038,46194,-48418,-49010,51300,-57020,59488,60144,-62678,62860,-65450,-66138,68794,75394,-78228,-78980,81880,82088,-85044,-85828,88850,-96330,99530,100378,-103644,103878,-107200,-108080,111468,119828,-123394,-124338,127970,128230,-131918,-132894,136648,-145888,149820,150860,-154858,155144,-159198,-160270,164390,174510,-178808,-179944,184308,184620,-189040,-190208,194694
0,100,137,192,-481,-580,-665,-1265,1297,2097,2256,2465,3332,3585,3792,5092,5156,6656,6937,7300,-8745,-9152,-9481,-11481,11577,13777,14180,14697,16720,17281,17732,20432,20560,23460,23985,24656,-27257,-27972,-28545,-31945,32105,35705,36352,37177,40356,41225,41920,46020,46212,50512,51281,52260,-56017,-57040,-57857,-62657,62881,67881,68772,69905,74240,75417,76356,81856,82112,87812,88825,90112,-95025,-96356,-97417,-103617,103905,110305,111440,112881,118372,119857,121040,127940,128260,135360,136617,138212,-144281,-145920,-147225,-154825,155177,162977,164356,166105,172752,174545,175972,184272,184656,193156,194657,196560
0,-10,-148,228,-428,558,1064,-1264,1298,-1518,-2300,2590,3190,-3530,-4680,5090,5158,-5588,-7014,7514,-8514,9064,10858,-11478,11580,-12220,-14290,15000,16400,-17160,-19598,20428,20564,-21414,-24128,25048,-26848,27818,30900,-31940,32110,-33170,-36528,37658,39858,-41038,-44764,46014,46218,-47488,-51490,52830,-55430,56820,61190,-62650,62888,-64368,-69014,70564,73564,-75164,-80178,81848,82120,-83810,-89100,90860,-94260,96070,101728,-103608,103914,-105814,-111748,113718,117518,-119538,-125840,127930,128270,-130380,-136958,139138,-143338,145568,152514,-154814,155188,-157508,-164730,167120,171720,-174160,-181750,184260,184668,-187198,-195064,197664
